"","GSM432220","GSM432221","GSM432222","GSM432223","GSM432224","GSM432225","GSM432226","GSM432227","GSM432228","GSM432229","GSM432230","GSM432231","GSM432232","GSM432233","GSM432234","GSM432235","GSM432236","GSM432237","GSM432238","GSM432239","GSM432240","GSM432242","GSM432243","GSM432244","GSM432245","GSM432246","GSM432247","GSM432248","GSM432249","GSM432250","GSM432251","GSM432252","GSM432253","GSM432254","GSM432255","GSM432256","GSM432257","GSM432258","GSM432259","GSM432260","GSM432261","GSM432262","GSM432263","GSM432264","GSM432265","GSM432266","GSM432267","GSM432268","GSM432269","GSM432270","GSM432271","GSM432272","GSM432273","GSM432274","GSM432275","GSM432276","GSM432277","GSM432278","GSM432279","GSM432280","GSM432281","GSM432282","GSM432283","GSM432284","GSM432285","GSM432286","GSM432287","GSM432288","GSM432289","GSM432290","GSM432291","GSM432292","GSM432293","GSM432294","GSM432295","GSM432296","GSM432297","GSM432298","GSM432299","GSM432300","GSM432301","GSM432302","GSM432303","GSM432304","GSM432305","GSM432306","GSM432307","GSM432308","GSM432309","GSM432310","GSM432311","GSM432312","GSM432313","GSM432314","GSM432315","GSM432316","GSM432317","GSM432318","GSM432319","GSM432320","GSM432321","GSM432322","GSM432323","GSM432324","GSM432325","GSM432326","GSM432327","GSM432328","GSM432329","GSM432330"
"hsa:2",1.17697182502606,0.459833738047934,1.82326158714016,-0.673784285988342,-1.40995710151549,-0.552716453164213,1.53165136956089,-0.604566794313869,0.498522895482213,-0.297092991839231,-0.594706135403172,-0.461183148651448,-0.288343660163745,-0.329487191709389,0.0760692497256213,1.04996264291953,-0.816337957274681,0.337386193761658,-0.140226941852322,-1.72761817486217,-0.542047385286378,-0.950842916106616,-1.03439652199465,-0.414101441600562,-0.0952848839224112,-0.746149264921844,0.648050557800087,-1.0250920878769,0.394952645478085,0.599437175490803,-0.162837023059596,0.0695188358773041,1.57397619724325,-0.749443324624891,-0.726786907175214,-0.722744771918521,0.297702145346527,1.69882861240289,0.495792554212644,-0.454656447710869,-1.58093824287953,0.392371046756577,-0.437015491089792,-1.44127441551004,-0.519104231537174,2.72174501764977,-0.27695238844142,0.280871779099258,-0.30456932352818,0.647782188266564,1.91321906834037,-0.413393264313987,1.45576158783022,-0.701662075493108,0.563356562236585,-0.227772013328129,-0.283579331234925,0.575624171703696,1.21563516726431,-1.66969809791009,-0.37453057767451,-1.54837051945549,-0.744912893352898,-1.89599293084757,-0.605371982032816,0.682706215183352,0.230202822246792,0.0515480460466889,0.790482443299545,-1.03628824237983,2.16939001752899,-0.760526339849246,-0.11394445008339,-0.538133512220824,-0.716116742942731,0.935647891316763,-0.923268025655459,-0.173361661471159,-0.628154514174839,1.40117341177046,-0.710154868092902,0.147200038496847,0.333123092181667,0.757229170444644,2.46626273741657,1.91044563016078,0.845970715222325,-0.227800043838705,0.0153132875895493,0.0897251945579307,-0.761624706364102,-1.0183432903505,-1.44986746239565,-0.0698690265945029,2.32051956701321,-0.722030118227687,-1.02202866954435,-0.48086672700719,-1.59131303560681,0.423796233006354,-0.399230701910875,0.212739723736376,2.46209229475823,-0.461297406889924,-0.345900410836935,-0.147156778048123,1.40017527693617,1.24421679384757,0.0679116703849763,-0.613338761756909
"hsa:9",0.330642661587594,0.0376421171505107,-0.263817358533205,0.305040607660754,0.952747374096185,-0.642361852524021,-1.27785139023358,1.10407945499883,1.49083287441335,0.0726701482387485,0.98621629328179,-0.533314114772255,-1.14413978656421,0.393313995102115,0.348083884199316,0.907105157610638,-1.40491115665553,-0.228538637444096,0.481610716612331,-0.109402811125256,1.89506459168233,0.18345350860105,-0.356248099242493,-0.919946672352348,-0.273810648844613,1.0319216845982,-0.0541388849710941,-0.0331282412041507,3.26987091107769,0.641655177079879,-0.0536848932943737,0.761903671187644,1.33945683327728,-1.3889905519347,-0.890578730172014,1.33246084732173,-0.420175626675025,0.823430771103425,-0.30168678062647,1.00034154305656,1.98316496132425,-0.811499858892367,-1.06258560269128,1.39931219119696,0.341704652252628,-0.330106884287607,-0.957238446607699,0.526678742159055,-1.23007178744452,-0.754019549088623,0.519368898573634,0.299344098880565,0.845404982280425,-0.0539142873564775,0.501054722519249,-0.518060432308335,0.465793170695618,1.48986992636438,0.469959454286195,-0.0640902747847833,0.690259668010501,-0.801143925462688,1.93648414831465,-0.318693254966405,0.166604337573449,-3.5885009330221,-0.399370365925257,0.7153836904082,-0.475846148979011,1.26717683268634,-1.14570848415994,0.0945139032459704,-0.651586587745279,-0.271913646661567,0.111172135333093,-1.48763489591303,-0.567317398538419,0.253032914806147,0.962840943288691,-0.00911549663386813,0.240536835315189,-1.06718046975026,-1.01908009553316,1.24151434064041,-0.6273877179665,0.117312342872962,-1.2236767401845,-1.7568906054593,-1.5792202519499,0.354053761678781,0.578771618768734,0.265912240533952,0.0713871604720411,-0.313105235202651,0.0985675394585801,-0.657685566002004,0.155697568879423,0.712295728873717,-0.569923886048418,-0.36637531558614,0.477804353831993,-0.397042000350783,-2.27405264788532,0.0610504574839244,-1.7821410927487,1.77403524168516,0.750718067572656,-0.35715264010059,-1.90812317087939,0.0658554780808301
"hsa:10",0.840016368573646,0.216042477387251,-1.98178652826981,-0.490243049854622,-0.79199248226112,-1.52201347835115,-0.93625597355194,1.59796991575402,-0.551777246184008,-1.03752538872383,0.154107725951688,-0.342360681500307,0.386043330575567,-0.0375814774903423,-1.53727991886363,0.570246171764742,-1.33242898686415,0.416263012362249,0.276060243572194,-1.26220372003626,0.580869059740769,-1.6209193954883,-0.268616258023846,-0.882563426546626,-0.586110632048837,-0.35931112559784,-1.3352570133804,-1.13496867440646,1.53917636392538,0.710748183510815,-0.590769039691348,-0.332888010168563,-0.282752811652148,-0.000492632874334444,0.128738161118464,-0.0962503477500511,-1.71824174851436,0.255356098841337,1.22345012339302,0.435470190569472,-0.18775408156867,1.41499204066469,0.936330502773388,1.49138122865594,0.207444900906083,0.982577177086649,0.782160289967226,1.27210160895127,-1.87213770566611,0.115438544819139,2.3195702238865,0.252512579871245,1.83562371645362,0.855636618817861,0.790882541480422,0.566084159992969,0.339571427360562,0.967741681730098,-0.0809706275244994,-1.57952202265018,0.752450257616752,0.0662875469229062,0.316889527084931,-1.08439708876457,-0.947487430608803,0.0552540141350039,-0.477271486265407,-0.825965063910833,1.06276059449342,1.77165426326584,-0.813082385824199,0.759123828216319,-0.176681585586199,1.52316648173548,1.65739076488301,1.1542176156221,1.50154047063201,-0.807273761537406,-1.07685693762714,-1.21892682492346,0.283299550213019,-2.06058444964626,-1.78426542263882,-0.940286299466054,-1.84635355590432,0.916520981882918,0.306692142295287,0.336078009757138,0.854934523035191,1.04262847757041,-0.457741712025645,1.38659193777643,0.856260043004755,-0.816909250714752,0.364226409297212,-0.165610658459814,0.85439372526879,1.25685072626163,0.893663729255254,-1.8047318039615,-0.260416108742034,-0.945251745318257,-0.848681250228827,-0.578446622991924,-0.419411501861024,0.405610528569863,0.0291714287243905,-0.018777171720472,0.02884180225552,0.23127855399758
"hsa:12",-0.686646111719568,-0.251896417876295,0.235820217548931,0.718050522286728,-1.6652194293074,0.510652773408483,0.873496588822653,-1.01525876332766,0.608138346496204,-0.897448238421591,-0.482325089449529,-1.03342320111991,-0.0575812050721155,0.887984213953598,1.41121570644523,1.86378139501768,-0.396085940101377,-0.877555571761097,-0.844986989874466,-0.592311679703571,-0.401358046559604,-0.268023326824554,-0.373353080083315,-0.561541970096202,-0.0993977133418558,-0.0170975049215704,-0.0802570251857751,-0.719169827563747,-0.555469211568078,-1.0755798481137,0.653199943915509,0.710187257818262,0.202406795901754,-0.039748284371315,-0.785128176313671,-0.4802977147297,1.34719300903945,-0.43881961648103,-0.373744365074592,-0.542682316527939,-1.17395026913021,-1.72249434978695,0.327640677778269,-0.873442024537631,2.27302578678353,0.621335644377933,0.670823450849633,-1.28387280255044,-0.68712295656745,1.61419213332172,-0.326889482660778,0.314284076634116,-0.599789246465513,-0.618411360196591,1.46238349127781,-0.222709937615481,0.964708355954495,-1.5087713715096,-0.263031208979428,0.445747241247012,-0.76881034342657,1.09595936421708,3.7693474719349,1.4096366785034,0.0857394907267407,-0.738860381857092,-0.84204729762483,-0.132318279579749,-0.161117296960527,1.6744725169995,1.7669044420864,-1.59679131104967,0.0582388459934587,0.574537101634402,-0.393945171218653,0.864066039922086,-1.35615716846285,-0.185881722891394,-0.918096319110151,1.07921574522005,-0.578448663408155,-0.397262238600525,-0.734002872351072,-0.845264187762832,0.941215209445944,0.0873442887430303,-0.676033042447927,0.245483083707201,-0.630127327384515,-0.893442490782162,-0.479266802339831,-0.808168854874662,1.29291516353689,0.475623415646037,-0.0492254134291103,-0.469399088524879,-0.0238561500648741,-0.297535011857982,-1.76141255985533,-0.930653296653272,0.331771278620213,0.122427878179291,-0.523264080366432,2.60946450292244,0.151566735225803,1.19422059247541,2.85273101521513,1.24983676044087,-0.176905439205962,-0.387800762692966
"hsa:13",0.322310427495949,1.40962917471802,-0.213997734326997,0.413010054291536,-0.8318985311784,0.811505231648315,0.780369417961746,0.346432755987883,0.405625470842288,0.330389518274123,-0.646743027997485,0.124827863284994,-0.0310523458382029,-0.54721866909786,0.545457844498021,-0.784933031496858,-0.107352912528619,-0.135540980472387,0.56457582327287,-1.86546032272152,-0.309220739081953,-0.127265788124696,1.24859115575564,-1.78727816381299,-0.353838310952344,0.137458041266351,-0.0431389242189004,2.22894834643726,1.18722912145013,2.43168872351433,1.33623191994182,1.80460194632684,0.220687884608741,-0.519829335716354,-1.21826012240197,-0.123068645065786,-1.05243746843356,0.0177159135857548,2.16676294713053,-1.57868412824234,0.439016266881154,-1.85454768187202,-0.274786357373387,-0.966251439547612,0.588479997986292,0.35288360574043,0.370653638530756,-0.101126882274774,-0.208130511867912,0.969704075799701,-0.476786378765118,0.997185100511505,0.486891354247791,-0.380718704971072,-1.85028100734233,0.179526734100155,0.146287106303813,-0.93700392363004,1.37590829527261,0.495651630603057,1.39490667431989,-1.03916512818856,0.140665763014633,2.59901240250651,-1.86297171182848,-1.33226875109926,-0.669009461526901,-1.89496921410133,0.93472406204866,0.662900793905389,-1.1121876515051,-1.08340464758076,0.325256337797386,2.01162094714131,-0.309556194249438,0.777017503724628,-1.64766528956727,0.397623355568345,-0.198570230674249,-1.48042966870033,-1.21914716268568,-0.600690243248641,-0.115043697116579,0.289298426723867,0.0990090056601542,-0.0555986838917709,-0.702846334407469,-0.400038953690226,-0.790104939248118,-0.248357175126157,0.10635355926359,0.658989312266,0.138604793811767,-0.239762179996569,-0.453640601964163,-1.31731991548311,0.19969832619063,-0.211678059394785,1.11441915408507,0.452802449970109,-1.24556067101722,1.83116406620105,-0.452430717771371,0.293494805464087,-1.0408295667015,-1.38314804690637,-0.454048958063703,0.817477198063231,1.35736468584651,1.04865491324535
"hsa:14",0.0938882236516256,-0.837848213155478,1.42476074253061,0.872053508672264,0.663153238519758,0.0470561858816431,0.476481769262429,1.44240421801016,1.34609244297949,0.412651649704904,0.657825666774038,1.87531248421972,1.1088234408728,-0.730670696964306,0.450075524186492,0.23727681892725,0.792905005836637,0.000157720886204686,0.359746159845271,-1.00916141652945,-0.720898145178336,-2.92849865934217,-1.45599313010524,-0.593429577406196,0.393237458197512,-1.11069249914788,-2.17090349667118,-1.3406981106401,-0.635600238169881,-1.78262358711878,0.0487947132239822,0.29951076059882,-1.38070510026581,1.13206765608196,-0.2260633179491,-0.364997418277503,0.293949752223072,-1.34918192091621,-2.642374401171,-0.346517025034122,-0.609924696554259,-0.89804563238004,0.579821619575977,-1.05609213787549,-0.219579906908028,-0.508562517963171,-0.815425770668928,-0.636661187115011,0.422847466584946,-0.580204632873886,-1.21649589639578,-0.443103958198645,-1.12866803114871,0.13337327853826,-1.92229788392281,-0.33555444317644,0.684116144826644,-0.990400073815833,0.246711552707797,1.47442453682045,-0.505400527899392,-0.759737872047907,-1.84546103977639,0.971912526996504,-1.65321533958696,-0.223990755876417,1.80006242644158,-0.746448386952306,0.187939478886539,1.19576302258551,0.0270574355862998,0.919460671919375,0.197825926954876,0.683482222359017,-0.0352903824661376,1.67320688456246,-0.417863045433382,0.388617842498033,0.0910621689114048,0.475286067263323,1.00553479711779,0.860310887536692,-0.674923969510387,0.646809928010852,1.8152251799926,-0.0757699590724454,-0.213999924442536,-0.541636282853233,0.23359858197299,0.48005373021853,0.509517581992701,-1.50320858220644,-0.609856374706038,0.235927367892774,1.36989658688066,0.730099793608416,-0.000647012172423466,0.879723148598619,-0.030082394851378,-0.66689562495475,-0.111163024827569,0.0794144202147056,1.67790809641041,1.38852122619334,1.28919928963954,1.49061978017213,0.439640570886928,1.11077259374629,-0.341777841124882,1.12127208760915
"hsa:15",0.403639519191921,-0.987865516296596,-2.13944854160612,-2.52358492807138,-2.11189109992941,0.0125662928907761,-0.546585310854341,0.209626786454744,-0.453952200184735,-0.625818837221604,-0.150556863976956,0.622372152846297,0.42298065363108,0.563833347455083,-0.261079799582575,0.131181118698252,-0.148602016430936,-1.77894803769467,0.148303803596762,-0.0243492292345064,-1.20577922124472,-1.10176499546073,1.89373399893893,0.102924683728851,-0.275513107453599,-0.679568270007277,1.74818373898904,0.00250474995045803,-0.613835047974001,0.558934372323587,-0.396790662805629,-0.445454522858165,1.0767616775845,-0.429874988105901,-0.24464723790551,-0.78148691040269,-1.26073561729581,2.46948408065869,1.32893112559223,0.904809103968055,-0.811505672618341,-0.348591810647568,-1.36059870564239,0.246058044928653,1.05685777812117,-0.358893267895762,1.71767330276138,-0.445485630222856,-0.0986971228463432,0.13104783469708,1.45356742845648,-0.136431607841321,0.374204237467942,1.25883799644757,0.429964778773216,-0.499577132212515,-0.441011679338368,0.110912903420185,0.168435778183244,-1.10467062706125,0.440052994042605,1.17346741189564,0.211587569121963,0.766462205269889,0.671456599004453,1.32563745943255,-0.637672339533425,-0.968361484365617,-0.815406485216071,-1.04013992704623,-0.79739524030975,-0.366505332587634,-0.217975415075031,1.55438436003829,1.55225765486196,1.57480943830243,2.01036732971745,1.63099059366523,0.287631130897745,0.739745960650553,0.671237393952544,0.449320727722117,1.02481905594928,-0.410643425135024,0.550211607621952,1.3221602424289,1.5886443890567,0.457332644417504,0.373069824925289,0.619173305760505,0.964011394415084,1.01848055770132,-0.49220795404777,-1.26583006941749,1.05687554310979,-1.768116363863,-0.831143035137,-0.70570103413494,-0.36619728706378,-1.06645040317546,-0.0967333897002446,-1.65539862913427,0.298350220666912,-0.735393970309279,-1.65423160603559,0.704075913304482,-1.04864643717484,-1.25480590013218,-0.634979980969387,-0.961412889200724
"hsa:16",1.00901534990205,-0.427048002410366,0.528079403296333,0.30701558769549,0.49253003271783,1.29712662392556,-0.591243093337833,-0.218874698433868,0.945396429818884,-0.155847144209922,-0.633378788659376,-0.915703173374571,-0.892425828541115,-1.21161202844266,-1.95859749376633,1.52797156240286,1.20641284636499,0.301926930573437,0.12974900570393,-0.943224091597101,-1.88910614050987,-2.25074570605075,-1.53767087475373,-1.68212838862494,-0.87751041518651,-1.38536880168746,-1.18972549984532,-0.276698152408987,0.146588177308968,-0.10056445210228,0.112837155433523,-1.34332148924126,-1.36448407019529,-0.684491927849263,-0.684192696156694,-0.869962233731493,-0.837389670116786,-0.0625655236114127,0.110339140096861,-1.97742013249244,-0.471232835645398,-0.448012525035978,0.443226613214624,-1.03510066803492,-0.6922467593746,1.1178835378594,-0.822415832917282,-0.588014047774104,2.81631700662904,-0.540892303141997,-0.774842386793796,0.867500455332969,-0.412163922764905,1.91468975014358,-0.471648929969925,-0.409303963490907,1.26508846665684,-0.549416626013779,-0.554063533122893,-0.727018061806921,0.678164194324653,-0.240300918855779,0.375154585835215,0.838044377992062,-1.89334269108383,-0.343285347482695,0.447990382955696,0.0130903312394814,0.110768069736674,2.06774558046201,0.212405866094071,0.0630107707961061,0.798361139361888,1.34678913341358,1.18450638492644,0.786912755350476,1.67182063152618,0.497926498332188,0.209307923040608,0.806125922365665,-0.471844149287982,1.90343651073943,0.0991942537646476,0.290108010882792,0.675450996944413,1.31062702968731,-0.598067401860337,-1.18250365516078,-0.746483512248522,-0.812224233968388,0.0340976138438517,-0.84904613864586,-0.0764350037091615,-0.414451044457858,0.505145518948515,1.36041780267522,0.150965766929474,1.20976727159177,0.896714320263183,-0.721316671537101,-0.265422171037586,-0.483705818497874,1.23914070384671,0.465644664321113,2.23276724178644,0.711023169258803,0.461168740346827,0.639642290240062,1.43852320647319,0.284447935684877
"hsa:18",-0.307511164641666,-1.86317841349695,1.62342485023005,-1.86614306620774,0.807735370912565,-0.703116523242763,0.823710630728023,0.806968708951747,-0.80331310961965,1.68659972944106,-0.0584182026503216,0.847249818212127,-0.453110688266525,1.82329376277681,0.942815512011096,-0.572283630178567,1.12952017149785,-0.699454166339205,-0.58696386537466,-0.611985396634335,0.316928243416464,0.014864171211526,0.420811252670525,0.432435492461178,1.11311794316024,0.0507270359865968,-0.0965005825452525,0.0979026329589702,0.53475023291986,0.801228847947888,-0.746929634227132,0.522365097246758,-0.347747451788318,1.06801736791304,0.908407963608002,-1.05862931115203,-0.150803238777911,-0.388940637931532,-0.155667573912937,0.193819630744143,0.161434739016137,-2.41557934757906,2.47353764321022,-0.377634551531504,0.852871744622149,-1.65616705444814,0.104568672478413,-1.33892055820352,2.19622376559826,-0.0335765225172556,-0.537369381106208,1.30537145141726,-0.0365685545192027,0.0930258371718068,-0.346939625950803,0.0559892618854186,-2.06725673745502,-0.781895386050846,-0.565619245575876,-1.36612677990853,0.898530549420235,-0.216746741455329,-0.149524850426953,-1.25678921729874,-0.587207251368424,-1.09362121937052,0.38136492697055,-1.64518781410673,-0.30298075164089,0.804004927249774,-0.108193766167815,-0.701259184041162,1.02313018982603,0.689859953415193,1.33929306400129,-1.08715833394758,-1.2998430960275,0.344040108736316,1.53576713258249,-0.371750974072822,-0.245547344800055,1.13544938981855,-0.536010433149756,-0.130692988286486,-0.457332920927631,1.10591696486569,-1.35328392910204,0.769721976657967,-0.503367618290828,-0.525495963113157,1.8126198110258,2.10529244841247,0.0722228193655893,-1.05598039913744,-0.30820060296076,0.74005833422681,0.346876810251873,1.01949773465517,1.37929841187017,0.677594459513209,0.0223666840484783,-0.598842309088586,-0.306212002730421,-1.73920424452271,-0.0495467670639441,-1.13023459760294,-0.501632786479353,-0.195605641576751,1.19415703900837,-2.15497716773742
"hsa:19",0.754989762757324,2.58560023878066,-2.72190594782972,1.44289463952296,-0.789015339582702,1.27847363970578,-0.576974909802523,1.13233288443095,-0.103662054392346,0.731824074411539,0.0151386257092992,-0.309217503607097,-2.00577799270772,1.46497668435762,-0.522424968760261,-0.648484291757897,-1.38567455100749,0.772996382020881,0.373017668910424,0.313389401119262,0.27078828744971,1.0019779928191,-1.32077639828622,0.292394919459077,-0.429582457158036,0.329352441759624,0.440111693515862,-0.685440489294179,-0.135194803602737,1.5182632100123,-1.45366336510084,0.140946584930738,0.666058569845741,-2.15692089395756,0.0332285999598302,0.148067179195933,0.157730187288104,1.59307565265775,0.661208198151907,-0.042483846554938,-0.862698550437478,0.0908745178200792,-0.368262287855175,-0.43849653640504,-0.302201115025813,-0.378601267156412,-0.71946746915293,1.43995885265356,0.24387669840064,0.443625746815468,0.627961395186133,-0.153676822034217,0.737067805490433,-1.02044952607045,1.48536548925894,-0.704991824662422,1.18637097480196,0.438156682895309,1.16723642119727,0.331403832394771,0.295699277598687,0.547752832599265,-0.401940185501506,-1.50936068856993,1.15599740798052,-0.852644176935326,-0.704532117805221,-0.226125284307511,-0.471516695422648,-0.834446696016113,1.20670897431087,0.394830103731174,-0.331441516735887,2.0041200943562,0.0290281412254028,-0.97433175054485,-0.319180085968808,-1.00107792160656,-1.3131908254215,-0.604700532348819,-2.07050938902,-1.77392376034653,-0.975774869522064,1.39785142536173,0.543676109578629,-1.04106106891396,0.0172890008182712,0.590051763442838,-1.04704978185996,0.507832181387485,-0.766749657837711,-1.37233076052145,-2.07632291896369,0.666914299273895,-0.359120253553105,1.17350259714122,-0.0961507229558934,1.07026508373246,1.20605256044641,1.41036676017463,-0.926101399395388,-1.47202022745272,0.110217462306546,0.664584161848626,0.320584236812732,1.62372782969568,-0.0387913529718272,-0.0327830690238604,-0.132847751532707,0.714282433747516
