Gene stable ID,NCBI gene ID
ENSG00000119686,55640
ENSG00000119688,5826
ENSG00000119689,1743
ENSG00000119698,57718
ENSG00000119699,7043
ENSG00000119703,79696
ENSG00000119705,81892
ENSG00000119707,58517
ENSG00000119711,4329
ENSG00000119714,8111
ENSG00000119718,8892
ENSG00000119720,55051
ENSG00000119723,51004
ENSG00000119729,23433
ENSG00000119760,9913
ENSG00000119771,114818
ENSG00000119772,1788
ENSG00000119777,54867
ENSG00000119778,54454
ENSG00000119787,64225
ENSG00000119801,51646
ENSG00000119812,25940
ENSG00000119820,84272
ENSG00000119844,54812
ENSG00000119862,29094
ENSG00000119865,25927
ENSG00000119878,9419
ENSG00000119899,26503
ENSG00000119900,79627
ENSG00000119906,55719
ENSG00000119912,3416
ENSG00000119917,3437
ENSG00000119922,3433
ENSG00000119927,57678
ENSG00000119929,51076
ENSG00000119938,5507
ENSG00000119943,84795
ENSG00000119950,4601
ENSG00000119953,10285
ENSG00000119965,80007
ENSG00000119969,3070
ENSG00000119977,26123
ENSG00000119979,404636
ENSG00000119986,60370
ENSG00000120008,55717
ENSG00000120029,79591
ENSG00000120049,30819
ENSG00000120053,2805
ENSG00000120055,79946
ENSG00000120063,10672
ENSG00000120071,284058
ENSG00000120093,3213
ENSG00000120129,1843
ENSG00000120137,79646
ENSG00000120149,4488
ENSG00000120156,7010
ENSG00000120158,10171
ENSG00000120159,79886
ENSG00000120162,79817
ENSG00000120217,29126
ENSG00000120253,348995
ENSG00000120254,25902
ENSG00000120256,84918
ENSG00000120262,80129
ENSG00000120265,5110
ENSG00000120278,57480
ENSG00000120306,84418
ENSG00000120314,54853
ENSG00000120318,64411
ENSG00000120322,56128
ENSG00000120324,56126
ENSG00000120327,56122
ENSG00000120328,56124
ENSG00000120333,63931
ENSG00000120334,91687
ENSG00000120370,92344
ENSG00000120437,39
ENSG00000120438,6950
ENSG00000120451,399979
ENSG00000120458,79684
ENSG00000120509,51248
ENSG00000120519,84068
ENSG00000120526,84955
ENSG00000120533,56943
ENSG00000120539,84930
ENSG00000120549,56243
ENSG00000120594,84898
ENSG00000120616,80314
ENSG00000120645,440073
ENSG00000120647,84318
ENSG00000120656,6883
ENSG00000120658,55068
ENSG00000120662,9617
ENSG00000120664,
ENSG00000120675,29103
ENSG00000120685,80209
ENSG00000120686,51569
ENSG00000120688,11193
ENSG00000120690,1997
ENSG00000120693,4093
ENSG00000120694,10808
ENSG00000120696,84078
ENSG00000120697,29880
ENSG00000120699,11340
ENSG00000120705,2107
ENSG00000120708,7045
ENSG00000120709,51307
ENSG00000120725,64374
ENSG00000120727,51247
ENSG00000120733,51780
ENSG00000120738,1958
ENSG00000120742,27230
ENSG00000120784,22835
ENSG00000120798,7181
ENSG00000120800,27340
ENSG00000120802,7112
ENSG00000120805,400
ENSG00000120820,83468
ENSG00000120832,80298
ENSG00000120833,8835
ENSG00000120837,4801
ENSG00000120860,51019
ENSG00000120868,317
ENSG00000120875,1846
ENSG00000120885,1191
ENSG00000120889,8795
ENSG00000120896,10174
ENSG00000120899,2185
ENSG00000120910,5533
ENSG00000120913,64236
ENSG00000120915,2053
ENSG00000120925,81790
ENSG00000120942,29914
ENSG00000120948,23435
ENSG00000120963,51123
ENSG00000120992,10434
ENSG00000121005,83690
ENSG00000121022,10987
ENSG00000121039,157506
ENSG00000121057,8165
ENSG00000121058,8161
ENSG00000121060,7706
ENSG00000121064,59342
ENSG00000121067,8405
ENSG00000121068,6909
ENSG00000121073,10237
ENSG00000121075,9496
ENSG00000121089,
ENSG00000121104,81558
ENSG00000121152,23397
ENSG00000121210,23240
ENSG00000121236,117854
ENSG00000121270,85320
ENSG00000121274,64282
ENSG00000121281,113
ENSG00000121289,84902
ENSG00000121297,57616
ENSG00000121310,55268
ENSG00000121316,79887
ENSG00000121350,79912
ENSG00000121361,3764
ENSG00000121390,55269
ENSG00000121406,256051
ENSG00000121413,65982
ENSG00000121417,10520
ENSG00000121440,23024
ENSG00000121454,89884
ENSG00000121481,6045
ENSG00000121486,81627
ENSG00000121542,26984
ENSG00000121552,1475
ENSG00000121577,64091
ENSG00000121578,8702
ENSG00000121579,80218
ENSG00000121621,81930
ENSG00000121644,51029
ENSG00000121653,9479
ENSG00000121671,1408
ENSG00000121680,9409
ENSG00000121690,91614
ENSG00000121691,847
ENSG00000121741,7750
ENSG00000121743,2700
ENSG00000121749,64786
ENSG00000121753,576
ENSG00000121764,3061
ENSG00000121766,51538
ENSG00000121769,2170
ENSG00000121774,10657
ENSG00000121775,55116
ENSG00000121851,84265
ENSG00000121858,8743
ENSG00000121864,51193
ENSG00000121879,5290
ENSG00000121892,23244
ENSG00000121897,11019
ENSG00000121898,119587
ENSG00000121900,113452
ENSG00000121903,7579
ENSG00000121904,114784
ENSG00000121905,3208
ENSG00000121931,55791
ENSG00000121940,23155
ENSG00000121957,29899
ENSG00000121964,79712
ENSG00000121988,84083
ENSG00000121989,92
ENSG00000122008,51426
ENSG00000122026,6144
ENSG00000122033,219402
ENSG00000122034,2971
ENSG00000122035,387496
ENSG00000122042,5412
ENSG00000122068,84248
ENSG00000122085,130916
ENSG00000122121,7512
ENSG00000122126,4952
ENSG00000122140,51116
ENSG00000122176,2331
ENSG00000122203,57179
ENSG00000122218,1314
ENSG00000122257,5930
ENSG00000122299,29066
ENSG00000122335,84947
ENSG00000122359,311
ENSG00000122376,54537
ENSG00000122378,84293
ENSG00000122386,7755
ENSG00000122390,79903
ENSG00000122406,6125
ENSG00000122417,57489
ENSG00000122420,5737
ENSG00000122432,100505741
ENSG00000122435,54482
ENSG00000122477,127495
ENSG00000122481,25950
ENSG00000122482,84146
ENSG00000122483,343099
ENSG00000122484,79871
ENSG00000122490,80148
ENSG00000122507,27241
ENSG00000122512,5395
ENSG00000122515,83637
ENSG00000122545,989
ENSG00000122547,80820
ENSG00000122550,55975
ENSG00000122557,64224
ENSG00000122565,11335
ENSG00000122566,3181
ENSG00000122591,84668
ENSG00000122592,3204
ENSG00000122641,3624
ENSG00000122642,11328
ENSG00000122643,51251
ENSG00000122644,10124
ENSG00000122674,51622
ENSG00000122678,27434
ENSG00000122687,29960
ENSG00000122691,7291
ENSG00000122692,55234
ENSG00000122694,152007
ENSG00000122696,92014
ENSG00000122705,1211
ENSG00000122707,8434
ENSG00000122729,48
ENSG00000122741,79269
ENSG00000122778,57670
ENSG00000122779,8805
ENSG00000122783,78996
ENSG00000122786,800
ENSG00000122824,170685
ENSG00000122861,5328
ENSG00000122862,5552
ENSG00000122863,9469
ENSG00000122870,80114
ENSG00000122873,55847
ENSG00000122877,1959
ENSG00000122882,11319
ENSG00000122884,5033
ENSG00000122912,8034
ENSG00000122952,11130
ENSG00000122958,9559
ENSG00000122965,9904
ENSG00000122966,11113
ENSG00000122970,28981
ENSG00000122971,35
ENSG00000122986,84329
ENSG00000123064,79039
ENSG00000123066,23389
ENSG00000123080,1031
ENSG00000123091,26994
ENSG00000123094,11228
ENSG00000123095,79365
ENSG00000123096,8082
ENSG00000123104,3709
ENSG00000123106,55297
ENSG00000123119,64168
ENSG00000123124,11059
ENSG00000123130,23597
ENSG00000123131,10549
ENSG00000123136,10212
ENSG00000123143,5585
ENSG00000123144,79002
ENSG00000123146,976
ENSG00000123154,84292
ENSG00000123159,10755
ENSG00000123178,57213
ENSG00000123179,84650
ENSG00000123191,540
ENSG00000123200,23091
ENSG00000123213,57486
ENSG00000123219,64105
ENSG00000123240,10133
ENSG00000123243,80760
ENSG00000123268,466
ENSG00000123297,10102
ENSG00000123342,4327
ENSG00000123349,5204
ENSG00000123352,65244
ENSG00000123353,29095
ENSG00000123358,3164
ENSG00000123374,1017
ENSG00000123384,4035
ENSG00000123388,3227
ENSG00000123395,60673
ENSG00000123411,64375
ENSG00000123415,23583
ENSG00000123416,10376
ENSG00000123427,25895
ENSG00000123444,55709
ENSG00000123453,1757
ENSG00000123472,64756
ENSG00000123473,6491
ENSG00000123485,55355
ENSG00000123496,3598
ENSG00000123505,262
ENSG00000123545,29078
ENSG00000123552,85015
ENSG00000123560,5354
ENSG00000123562,9643
ENSG00000123570,51209
ENSG00000123575,139231
ENSG00000123595,9367
ENSG00000123600,79828
ENSG00000123607,79809
ENSG00000123609,9111
ENSG00000123610,7130
ENSG00000123612,130399
ENSG00000123636,29994
ENSG00000123643,206358
ENSG00000123684,9926
ENSG00000123685,55509
ENSG00000123689,50486
ENSG00000123700,3759
ENSG00000123728,57826
ENSG00000123737,5393
ENSG00000123739,81579
ENSG00000123810,80776
ENSG00000123815,79934
ENSG00000123836,5208
ENSG00000123870,
ENSG00000123892,23682
ENSG00000123908,27161
ENSG00000123933,10608
ENSG00000123975,1164
ENSG00000123983,2181
ENSG00000123989,79586
ENSG00000123992,23549
ENSG00000124006,23363
ENSG00000124067,6560
ENSG00000124074,84080
ENSG00000124098,116151
ENSG00000124104,90203
ENSG00000124107,6590
ENSG00000124116,140686
ENSG00000124120,79183
ENSG00000124126,57580
ENSG00000124145,6385
ENSG00000124151,8202
ENSG00000124155,51604
ENSG00000124159,8785
ENSG00000124160,57727
ENSG00000124164,9217
ENSG00000124172,514
ENSG00000124177,84181
ENSG00000124181,5335
ENSG00000124193,6431
ENSG00000124198,10564
ENSG00000124201,57169
ENSG00000124207,1434
ENSG00000124209,57403
ENSG00000124212,5740
ENSG00000124214,6780
ENSG00000124216,6615
ENSG00000124217,27304
ENSG00000124222,8675
ENSG00000124224,
ENSG00000124225,56937
ENSG00000124226,55905
ENSG00000124228,55661
ENSG00000124243,55653
ENSG00000124249,60598
ENSG00000124251,27296
ENSG00000124257,140825
ENSG00000124275,4552
ENSG00000124279,79072
ENSG00000124299,5184
ENSG00000124313,23096
ENSG00000124333,6845
ENSG00000124343,7499
ENSG00000124356,10617
ENSG00000124357,55577
ENSG00000124370,84693
ENSG00000124374,400961
ENSG00000124380,11017
ENSG00000124383,10199
ENSG00000124406,10396
ENSG00000124422,23326
ENSG00000124444,79177
ENSG00000124459,7596
ENSG00000124479,4693
ENSG00000124486,8239
ENSG00000124496,55809
ENSG00000124508,10385
ENSG00000124523,23408
ENSG00000124532,57380
ENSG00000124535,56897
ENSG00000124541,88745
ENSG00000124549,
ENSG00000124562,6631
ENSG00000124570,5269
ENSG00000124571,57510
ENSG00000124574,89845
ENSG00000124587,5190
ENSG00000124588,4835
ENSG00000124593,
ENSG00000124596,221443
ENSG00000124608,57505
ENSG00000124613,346157
ENSG00000124615,4337
ENSG00000124635,8970
ENSG00000124641,9477
ENSG00000124659,6903
ENSG00000124688,9587
ENSG00000124702,116138
ENSG00000124733,4201
ENSG00000124749,81578
ENSG00000124762,1026
ENSG00000124766,6659
ENSG00000124767,2739
ENSG00000124782,6239
ENSG00000124783,6745
ENSG00000124784,83732
ENSG00000124785,51299
ENSG00000124786,51000
ENSG00000124787,10799
ENSG00000124788,6310
ENSG00000124789,9972
ENSG00000124795,7913
ENSG00000124802,9521
ENSG00000124813,860
ENSG00000124831,9208
ENSG00000124875,6372
ENSG00000124882,2069
ENSG00000124942,79026
ENSG00000125037,55831
ENSG00000125089,54436
ENSG00000125107,23019
ENSG00000125122,26231
ENSG00000125124,583
ENSG00000125148,4502
ENSG00000125149,80262
ENSG00000125166,2806
ENSG00000125170,55715
ENSG00000125246,171425
ENSG00000125247,84899
ENSG00000125249,5911
ENSG00000125257,10257
ENSG00000125266,1948
ENSG00000125304,9375
ENSG00000125319,78995
ENSG00000125347,3659
ENSG00000125351,65109
ENSG00000125352,7737
ENSG00000125354,23157
ENSG00000125355,55026
ENSG00000125356,4694
ENSG00000125375,27109
ENSG00000125378,652
ENSG00000125384,5732
ENSG00000125386,8603
ENSG00000125388,2868
ENSG00000125398,6662
ENSG00000125430,9953
ENSG00000125434,399512
ENSG00000125445,51081
ENSG00000125447,23163
ENSG00000125449,79637
ENSG00000125450,79902
ENSG00000125454,60386
ENSG00000125457,57409
ENSG00000125458,30833
ENSG00000125459,55154
ENSG00000125482,7270
ENSG00000125484,9329
ENSG00000125485,64794
ENSG00000125503,54776
ENSG00000125505,79143
ENSG00000125510,4987
ENSG00000125520,56731
ENSG00000125534,79144
ENSG00000125611,84269
ENSG00000125618,7849
ENSG00000125629,51141
ENSG00000125630,84172
ENSG00000125631,
ENSG00000125633,54520
ENSG00000125637,23550
ENSG00000125648,79085
ENSG00000125650,5623
ENSG00000125651,2962
ENSG00000125652,84266
ENSG00000125656,8192
ENSG00000125657,8744
ENSG00000125675,2892
ENSG00000125676,57187
ENSG00000125686,5469
ENSG00000125691,9349
ENSG00000125703,84938
ENSG00000125726,970
ENSG00000125730,718
ENSG00000125731,10045
ENSG00000125733,9322
ENSG00000125734,56927
ENSG00000125740,2354
ENSG00000125741,80207
ENSG00000125743,6633
ENSG00000125744,6253
ENSG00000125746,24139
ENSG00000125753,7408
ENSG00000125755,8189
ENSG00000125772,56261
ENSG00000125775,27111
ENSG00000125779,80025
ENSG00000125812,64412
ENSG00000125814,63908
ENSG00000125817,1059
ENSG00000125818,9491
ENSG00000125821,92675
ENSG00000125826,10616
ENSG00000125827,56255
ENSG00000125834,140901
ENSG00000125835,6628
ENSG00000125841,80023
ENSG00000125843,55317
ENSG00000125844,6238
ENSG00000125845,650
ENSG00000125846,7692
ENSG00000125848,23767
ENSG00000125863,8195
ENSG00000125864,631
ENSG00000125868,11034
ENSG00000125870,6629
ENSG00000125871,92667
ENSG00000125875,128637
ENSG00000125877,3704
ENSG00000125885,84515
ENSG00000125898,83541
ENSG00000125901,64949
ENSG00000125912,56926
ENSG00000125944,10236
ENSG00000125945,80818
ENSG00000125952,4149
ENSG00000125962,64860
ENSG00000125965,8200
ENSG00000125966,10893
ENSG00000125967,63941
ENSG00000125968,3397
ENSG00000125970,22913
ENSG00000125971,83658
ENSG00000125977,8894
ENSG00000125991,51614
ENSG00000125995,140823
ENSG00000126001,11190
ENSG00000126003,5326
ENSG00000126005,101410538
ENSG00000126012,8242
ENSG00000126016,154796
ENSG00000126062,11070
ENSG00000126067,5690
ENSG00000126070,192669
ENSG00000126088,7389
ENSG00000126091,6487
ENSG00000126106,79639
ENSG00000126107,79654
ENSG00000126214,3831
ENSG00000126215,7517
ENSG00000126216,10426
ENSG00000126217,23263
ENSG00000126218,2159
ENSG00000126226,55795
ENSG00000126243,79414
ENSG00000126247,826
ENSG00000126249,84306
ENSG00000126254,79171
ENSG00000126261,10054
ENSG00000126267,1340
ENSG00000126351,7067
ENSG00000126353,1236
ENSG00000126368,9572
ENSG00000126391,83786
ENSG00000126432,25824
ENSG00000126453,83596
ENSG00000126456,3661
ENSG00000126457,3276
ENSG00000126458,6237
ENSG00000126461,58506
ENSG00000126464,57479
ENSG00000126467,60385
ENSG00000126522,435
ENSG00000126524,51119
ENSG00000126561,6776
ENSG00000126581,8678
ENSG00000126602,10131
ENSG00000126603,84662
ENSG00000126653,84081
ENSG00000126698,22826
ENSG00000126705,27245
ENSG00000126709,2537
ENSG00000126746,171017
ENSG00000126749,10436
ENSG00000126756,8409
ENSG00000126767,2002
ENSG00000126768,10245
ENSG00000126773,64430
ENSG00000126775,22863
ENSG00000126777,3895
ENSG00000126778,6495
ENSG00000126785,57381
ENSG00000126787,9787
ENSG00000126790,112849
ENSG00000126803,3306
ENSG00000126804,22890
ENSG00000126814,57570
ENSG00000126821,81537
ENSG00000126822,26030
ENSG00000126858,55288
ENSG00000126860,2123
ENSG00000126861,4974
ENSG00000126861,101927057
ENSG00000126870,55112
ENSG00000126878,83543
ENSG00000126882,286336
ENSG00000126883,8021
ENSG00000126903,8273
ENSG00000126934,5605
ENSG00000126945,3188
ENSG00000126947,51309
ENSG00000126950,59353
ENSG00000126953,1678
ENSG00000126970,55906
ENSG00000127022,821
ENSG00000127054,54973
ENSG00000127080,64768
ENSG00000127081,83744
ENSG00000127083,4958
ENSG00000127124,59269
ENSG00000127125,79717
ENSG00000127184,1350
ENSG00000127191,7186
ENSG00000127220,79575
ENSG00000127241,5648
ENSG00000127311,92797
ENSG00000127314,5908
ENSG00000127328,117177
ENSG00000127329,5787
ENSG00000127334,8445
ENSG00000127337,8089
ENSG00000127399,65999
ENSG00000127415,3425
ENSG00000127418,53834
ENSG00000127419,84286
ENSG00000127445,5300
ENSG00000127452,54850
ENSG00000127463,23065
ENSG00000127481,23352
ENSG00000127483,50809
ENSG00000127511,23309
ENSG00000127526,79939
ENSG00000127527,58513
ENSG00000127528,10365
ENSG00000127540,10975
ENSG00000127554,2671
ENSG00000127564,9088
ENSG00000127580,84219
ENSG00000127585,146330
ENSG00000127586,63922
ENSG00000127589,
ENSG00000127603,23499
ENSG00000127603,643314
ENSG00000127616,6597
ENSG00000127663,23030
ENSG00000127666,148022
ENSG00000127720,84190
ENSG00000127774,83460
ENSG00000127804,79066
ENSG00000127824,7277
ENSG00000127831,7429
ENSG00000127837,14
ENSG00000127838,25953
ENSG00000127863,55504
ENSG00000127870,6049
ENSG00000127884,1892
ENSG00000127903,90485
ENSG00000127914,10142
ENSG00000127920,2791
ENSG00000127922,7979
ENSG00000127946,3092
ENSG00000127947,5782
ENSG00000127948,5447
ENSG00000127951,10875
ENSG00000127952,51657
ENSG00000127954,79689
ENSG00000127955,2770
ENSG00000127957,
ENSG00000127980,5189
ENSG00000127989,7978
ENSG00000127990,8910
ENSG00000127993,84060
ENSG00000127995,64921
ENSG00000128000,163131
ENSG00000128016,7538
ENSG00000128039,79644
ENSG00000128050,10606
ENSG00000128059,5471
ENSG00000128159,85378
ENSG00000128165,79924
ENSG00000128185,85359
ENSG00000128191,54487
ENSG00000128203,57168
ENSG00000128228,23753
ENSG00000128245,7533
ENSG00000128262,
ENSG00000128266,2781
ENSG00000128272,468
ENSG00000128274,53947
ENSG00000128283,11135
ENSG00000128284,80833
ENSG00000128294,8459
ENSG00000128298,80115
ENSG00000128309,4357
ENSG00000128311,7263
ENSG00000128335,23780
ENSG00000128340,5880
ENSG00000128342,3976
ENSG00000128346,84645
ENSG00000128394,200316
ENSG00000128422,3872
ENSG00000128463,51234
ENSG00000128482,7732
ENSG00000128487,92521
ENSG00000128510,51200
ENSG00000128512,9732
ENSG00000128513,25913
ENSG00000128524,9296
ENSG00000128534,51691
ENSG00000128536,222256
ENSG00000128563,79706
ENSG00000128567,5420
ENSG00000128573,93986
ENSG00000128578,57464
ENSG00000128581,64792
ENSG00000128585,4289
ENSG00000128590,4189
ENSG00000128591,2318
ENSG00000128594,64101
ENSG00000128595,813
ENSG00000128596,64753
ENSG00000128602,6608
ENSG00000128606,10234
ENSG00000128607,23008
ENSG00000128609,4698
ENSG00000128617,611
ENSG00000128626,6183
ENSG00000128641,4430
ENSG00000128652,3232
ENSG00000128654,10651
ENSG00000128656,1123
ENSG00000128683,2571
ENSG00000128692,
ENSG00000128694,64172
ENSG00000128699,94101
ENSG00000128708,8520
ENSG00000128709,3235
ENSG00000128710,3236
ENSG00000128731,8924
ENSG00000128739,6638
ENSG00000128789,56984
ENSG00000128791,57045
ENSG00000128805,58504
ENSG00000128829,440275
ENSG00000128849,84952
ENSG00000128872,29767
ENSG00000128881,146057
ENSG00000128886,80237
ENSG00000128891,90416
ENSG00000128908,54617
ENSG00000128915,79664
ENSG00000128918,8854
ENSG00000128923,54629
ENSG00000128928,3712
ENSG00000128944,90417
ENSG00000128951,1854
ENSG00000128965,79094
ENSG00000128973,54982
ENSG00000128989,10776
ENSG00000129003,54832
ENSG00000129007,91860
ENSG00000129009,3671
ENSG00000129028,56906
ENSG00000129038,4016
ENSG00000129048,51554
ENSG00000129055,25847
ENSG00000129071,8930
ENSG00000129083,1315
ENSG00000129084,5682
ENSG00000129103,25870
ENSG00000129116,23022
ENSG00000129128,60559
ENSG00000129158,26297
ENSG00000129187,1635
ENSG00000129194,6665
ENSG00000129195,54478
ENSG00000129197,84268
ENSG00000129214,6462
ENSG00000129219,5338
ENSG00000129226,968
ENSG00000129235,84817
ENSG00000129245,9513
ENSG00000129250,10749
ENSG00000129255,9526
ENSG00000129292,51105
ENSG00000129295,23639
ENSG00000129315,904
ENSG00000129317,83448
ENSG00000129347,65095
ENSG00000129351,3609
ENSG00000129353,57153
ENSG00000129355,1032
ENSG00000129422,57509
ENSG00000129460,25983
ENSG00000129465,11035
ENSG00000129467,196883
ENSG00000129472,84932
ENSG00000129473,599
ENSG00000129474,84962
ENSG00000129480,112487
ENSG00000129484,10038
ENSG00000129493,25938
ENSG00000129515,58533
ENSG00000129518,55837
ENSG00000129534,55320
ENSG00000129535,4901
ENSG00000129559,4738
ENSG00000129562,1603
ENSG00000129566,7011
ENSG00000129595,64097
ENSG00000129596,1036
ENSG00000129625,7905
ENSG00000129636,81533
ENSG00000129646,84074
ENSG00000129657,6397
ENSG00000129667,79651
ENSG00000129675,9459
ENSG00000129680,79649
ENSG00000129691,9070
ENSG00000129696,80185
ENSG00000129757,1028
ENSG00000129911,83855
ENSG00000129925,58986
ENSG00000129932,83475
ENSG00000129933,23383
ENSG00000129946,25759
ENSG00000129968,81926
ENSG00000129990,6861
ENSG00000130005,2593
ENSG00000130021,8226
ENSG00000130023,55780
ENSG00000130024,55274
ENSG00000130032,79057
ENSG00000130038,84766
ENSG00000130045,158046
ENSG00000130052,9754
ENSG00000130066,6303
ENSG00000130119,54552
ENSG00000130147,23677
ENSG00000130150,158747
ENSG00000130158,57572
ENSG00000130159,51295
ENSG00000130164,3949
ENSG00000130165,84337
ENSG00000130173,55908
ENSG00000130175,5589
ENSG00000130177,8881
ENSG00000130193,51337
ENSG00000130202,5819
ENSG00000130203,348
ENSG00000130204,10452
ENSG00000130222,10912
ENSG00000130224,57631
ENSG00000130227,23039
ENSG00000130244,147965
ENSG00000130254,9667
ENSG00000130255,25873
ENSG00000130270,148229
ENSG00000130299,84705
ENSG00000130303,684
ENSG00000130304,376497
ENSG00000130305,55695
ENSG00000130309,79709
ENSG00000130311,79016
ENSG00000130312,64981
ENSG00000130313,25796
ENSG00000130332,51690
ENSG00000130338,56995
ENSG00000130340,51429
ENSG00000130347,84816
ENSG00000130348,55278
ENSG00000130349,51250
ENSG00000130363,83861
ENSG00000130382,4298
ENSG00000130396,4301
ENSG00000130402,81
ENSG00000130414,4705
ENSG00000130429,10095
ENSG00000130449,57688
ENSG00000130477,23025
ENSG00000130479,55201
ENSG00000130508,7837
ENSG00000130511,170463
ENSG00000130513,9518
ENSG00000130517,54858
ENSG00000130518,80726
ENSG00000130520,25804
ENSG00000130522,3727
ENSG00000130529,54795
ENSG00000130540,25830
ENSG00000130544,79230
ENSG00000130558,10439
ENSG00000130559,157922
ENSG00000130560,10422
ENSG00000130584,140685
ENSG00000130589,85441
ENSG00000130590,140700
ENSG00000130592,4046
ENSG00000130595,7140
ENSG00000130600,283120
ENSG00000130635,1289
ENSG00000130638,25814
ENSG00000130640,10844
ENSG00000130649,1571
ENSG00000130653,375775
ENSG00000130669,10298
ENSG00000130684,26152
ENSG00000130695,64793
ENSG00000130699,6874
ENSG00000130702,3911
ENSG00000130703,9885
ENSG00000130706,11047
ENSG00000130707,445
ENSG00000130713,23404
ENSG00000130714,10585
ENSG00000130717,83549
ENSG00000130723,84726
ENSG00000130724,27243
ENSG00000130725,9040
ENSG00000130726,10155
ENSG00000130731,84326
ENSG00000130733,78992
ENSG00000130734,84971
ENSG00000130741,1968
ENSG00000130748,54958
ENSG00000130749,23211
ENSG00000130751,4861
ENSG00000130758,4294
ENSG00000130764,57470
ENSG00000130766,83667
ENSG00000130770,93974
ENSG00000130772,54797
ENSG00000130775,9473
ENSG00000130779,6249
ENSG00000130787,9026
ENSG00000130803,57693
ENSG00000130810,56342
ENSG00000130811,8666
ENSG00000130812,83854
ENSG00000130813,55337
ENSG00000130816,1786
ENSG00000130818,79088
ENSG00000130821,6535
ENSG00000130822,139728
ENSG00000130826,1736
ENSG00000130827,55558
ENSG00000130830,4354
ENSG00000130844,55422
ENSG00000130856,7776
ENSG00000130876,56301
ENSG00000130881,4037
ENSG00000130921,91574
ENSG00000130935,25926
ENSG00000130939,10277
ENSG00000130943,10343
ENSG00000130956,22927
ENSG00000130958,11046
ENSG00000130962,5638
ENSG00000130985,7317
ENSG00000130988,9104
ENSG00000130997,353497
ENSG00000131013,85313
ENSG00000131015,80328
ENSG00000131016,9590
ENSG00000131018,23345
ENSG00000131019,79465
ENSG00000131023,9113
ENSG00000131037,54869
ENSG00000131043,25980
ENSG00000131051,9584
ENSG00000131061,84905
ENSG00000131067,2686
ENSG00000131069,55902
ENSG00000131080,60401
ENSG00000131089,23229
ENSG00000131094,10882
ENSG00000131095,2670
ENSG00000131100,529
ENSG00000131115,7770
ENSG00000131116,126299
ENSG00000131127,7700
ENSG00000131143,1327
ENSG00000131148,10328
ENSG00000131149,23199
ENSG00000131153,51659
ENSG00000131165,5119
ENSG00000131171,6451
ENSG00000131174,1349
ENSG00000131188,80758
ENSG00000131196,4772
ENSG00000131236,10487
ENSG00000131238,5538
ENSG00000131242,84440
ENSG00000131263,51132
ENSG00000131269,22
ENSG00000131323,7187
ENSG00000131351,93323
ENSG00000131368,64432
ENSG00000131370,9467
ENSG00000131373,26061
ENSG00000131374,9779
ENSG00000131375,23473
ENSG00000131378,23180
ENSG00000131381,64145
ENSG00000131386,117248
ENSG00000131389,6533
ENSG00000131408,7376
ENSG00000131435,8572
ENSG00000131437,11127
ENSG00000131446,4245
ENSG00000131459,9945
ENSG00000131462,7283
ENSG00000131467,10197
ENSG00000131469,6155
ENSG00000131470,29893
ENSG00000131473,47
ENSG00000131475,84313
ENSG00000131477,10266
ENSG00000131495,4695
ENSG00000131503,54882
ENSG00000131504,1729
ENSG00000131507,80762
ENSG00000131508,7322
ENSG00000131558,60412
ENSG00000131584,116983
ENSG00000131591,54991
ENSG00000131620,55107
ENSG00000131626,8500
ENSG00000131634,79652
ENSG00000131652,79228
ENSG00000131653,84231
ENSG00000131668,56033
ENSG00000131669,4814
ENSG00000131697,261734
ENSG00000131711,4131
ENSG00000131724,3597
ENSG00000131725,54521
ENSG00000131730,1160
ENSG00000131732,84240
ENSG00000131747,7153
ENSG00000131748,10948
ENSG00000131759,5914
ENSG00000131771,84152
ENSG00000131773,10656
ENSG00000131778,9557
ENSG00000131779,8799
ENSG00000131781,2330
ENSG00000131788,10401
ENSG00000131791,5565
ENSG00000131797,
ENSG00000131828,5160
ENSG00000131831,10742
ENSG00000131844,64087
ENSG00000131845,57343
ENSG00000131848,79149
ENSG00000131849,7691
ENSG00000131871,55829
ENSG00000131873,22856
ENSG00000131876,6627
ENSG00000131899,3996
ENSG00000131931,55145
ENSG00000131941,85415
ENSG00000131943,83636
ENSG00000131944,91442
ENSG00000131966,55860
ENSG00000131979,2643
ENSG00000131981,3958
ENSG00000132000,79883
ENSG00000132002,3337
ENSG00000132003,65249
ENSG00000132004,84261
ENSG00000132005,5989
ENSG00000132016,79173
ENSG00000132017,90379
ENSG00000132024,54862
ENSG00000132031,4148
ENSG00000132109,6737
ENSG00000132122,54558
ENSG00000132128,10489
ENSG00000132141,10693
ENSG00000132153,22907
ENSG00000132155,5894
ENSG00000132170,5468
ENSG00000132196,51478
ENSG00000132199,55556
ENSG00000132205,84034
ENSG00000132254,23647
ENSG00000132256,85363
ENSG00000132274,10346
ENSG00000132275,23378
ENSG00000132286,26515
ENSG00000132294,23167
ENSG00000132300,55037
ENSG00000132305,10989
ENSG00000132313,51318
ENSG00000132321,79781
ENSG00000132323,80895
ENSG00000132326,8864
ENSG00000132329,10267
ENSG00000132334,5791
ENSG00000132341,5901
ENSG00000132356,5562
ENSG00000132357,84674
ENSG00000132359,23108
ENSG00000132361,23277
ENSG00000132376,51763
ENSG00000132382,10514
ENSG00000132383,6117
ENSG00000132386,5176
ENSG00000132388,7326
ENSG00000132394,60678
ENSG00000132405,57533
ENSG00000132406,85013
